Word,Total Count,File Counts
kecak,4,"[1, 1, 1, 1]"
while,4,"[1, 1, 1, 1]"
hanging,4,"[1, 1, 1, 1]"
view.,4,"[1, 1, 1, 1]"
abandoned,4,"[1, 1, 1, 1]"
"sofia,",4,"[1, 1, 2]"
shoes,4,"[1, 1, 1, 1]"
grey,4,"[1, 1, 1, 1]"
heritage,4,"[1, 1, 1, 1]"
crowds,4,"[1, 1, 1, 1]"
windows,4,"[1, 1, 1, 1]"
2018.,4,"[1, 1, 1, 1]"
rose,4,"[1, 3]"
setting,4,"[1, 1, 1, 1]"
looking,4,"[1, 1, 1, 1]"
peru.,4,"[1, 1, 1, 1]"
(milonga).,4,"[1, 1, 1, 1]"
sand,4,"[1, 1, 1, 1]"
exercising,4,"[1, 1, 1, 1]"
"costumes,",4,"[2, 1, 1]"
singer,4,"[1, 1, 1, 1]"
stock,4,"[1, 1, 1, 1]"
chiang,4,"[2, 1, 1]"
"mai,",4,"[2, 1, 1]"
capoeira,4,"[1, 2, 1]"
spotlights,4,"[1, 2, 1]"
kaliningrad,4,"[1, 1, 1, 1]"
watch,4,"[1, 1, 1, 1]"
all-ukrainian,4,"[1, 1, 1, 1]"
championship,4,"[1, 1, 1, 1]"
"""pd",4,"[1, 1, 1, 1]"
up.,4,"[1, 1, 1, 1]"
"2012,",4,"[1, 1, 1, 1]"
bridge,4,"[1, 1, 1, 1]"
successful,4,"[1, 1, 1, 1]"
"screens,",4,"[1, 1, 1, 1]"
"mapping,",4,"[1, 1, 1, 1]"
lanka,4,"[1, 1, 1, 1]"
form,4,"[1, 1, 1, 1]"
1950s,4,"[1, 1, 2]"
vertical,4,"[1, 1, 1, 1]"
lighting,4,"[1, 1, 1, 1]"
fit,4,"[1, 1, 1, 1]"
team,4,"[1, 1, 1, 1]"
european,4,"[1, 1, 1, 1]"
ukrainian,4,"[1, 1, 1, 1]"
city.,4,"[1, 1, 1, 1]"
perfect,4,"[1, 1, 1, 1]"
bikini,4,"[1, 1, 1, 1]"
shirt,4,"[1, 1, 1, 1]"
"floor,",4,"[1, 1, 1, 1]"
audience,4,"[1, 1, 1, 1]"
workout,4,"[1, 1, 1, 1]"
middle,4,"[1, 1, 1, 1]"
discoball,4,"[1, 1, 1, 1]"
model,4,"[1, 1, 1, 1]"
makeup,4,"[2, 1, 1]"
ballet.,4,"[1, 1, 1, 1]"
participate,4,"[1, 1, 1, 1]"
fans,4,"[1, 2, 1]"
organized,4,"[1, 1, 1, 1]"
ho,4,"[2, 2]"
chi,4,"[2, 2]"
vietnam,4,"[2, 2]"
"17,",4,"[1, 1, 1, 1]"
india.,4,"[1, 1, 1, 1]"
sound,4,"[1, 1, 1, 1]"
tights,4,"[1, 1, 1, 1]"
handheld,4,"[1, 1, 1, 1]"
"06,",4,"[1, 2, 1]"
blows,4,"[1, 1, 1, 1]"
alpha,4,"[1, 1, 1, 1]"
soft,4,"[1, 1, 1, 1]"
selective,4,"[1, 1, 1, 1]"
"odessa,",4,"[1, 1, 1, 1]"
juggler,4,"[1, 1, 1, 1]"
balls.,4,"[1, 1, 1, 1]"
smile,4,"[1, 1, 1, 1]"
3,4,"[1, 1, 1, 1]"
east,4,"[1, 1, 1, 1]"
erotic,4,"[1, 1, 1, 1]"
babe,4,"[1, 1, 1, 1]"
warming,4,"[1, 1, 1, 1]"
its,4,"[1, 1, 1, 1]"
"video,",4,"[1, 1, 1, 1]"
"club,",4,"[1, 1, 1, 1]"
5,4,"[1, 1, 2]"
island,4,"[1, 1, 1, 1]"
wall.,4,"[1, 1, 1, 1]"
animation.,4,"[1, 1, 1, 1]"
trance,4,"[1, 1, 1, 1]"
malaysia,4,"[1, 1, 1, 1]"
pixel,4,"[1, 1, 1, 1]"
watching,4,"[1, 1, 1, 1]"
"1,",4,"[1, 1, 1, 1]"
main,4,"[1, 1, 2]"
native,4,"[1, 1, 1, 1]"
colors,4,"[1, 1, 1, 1]"
poland,4,"[1, 1, 1, 1]"
village,4,"[1, 1, 1, 1]"
sunglasses,4,"[1, 1, 1, 1]"
"fun,",4,"[1, 1, 1, 1]"
barefoot,4,"[1, 1, 1, 1]"
oldest,4,"[2, 2]"
text,4,"[1, 1, 1, 1]"
bling,4,"[2, 2]"
shorts,4,"[1, 1, 1, 1]"
"stage,",4,"[1, 1, 1, 1]"
effects,4,"[1, 1, 1, 1]"
"25,",4,"[1, 1, 1, 1]"
neon.,4,"[1, 1, 1, 1]"
animations.,4,"[1, 1, 1, 1]"
masked,4,"[1, 1, 1, 1]"
social,4,"[1, 1, 1, 1]"
awesome,4,"[1, 1, 1, 1]"
your,4,"[1, 1, 1, 1]"
student,4,"[1, 1, 1, 1]"
autumn,4,"[1, 1, 1, 1]"
actors,4,"[1, 1, 1, 1]"
las,4,"[1, 1, 2]"
"12,",4,"[1, 1, 1, 1]"
military,4,"[1, 1, 1, 1]"
stretching,4,"[1, 1, 1, 1]"
"petersburg,",4,"[1, 1, 1, 1]"
gogo,4,"[1, 1, 1, 1]"
he,4,"[1, 2, 1]"
dancefloor,4,"[1, 1, 1, 1]"
head,4,"[1, 1, 1, 1]"
turkish,4,"[1, 1, 1, 1]"
bar,4,"[1, 1, 2]"
21:,4,"[1, 1, 1, 1]"
russian,4,"[1, 1, 1, 1]"
"performances,",4,"[1, 1, 1, 1]"
epic,4,"[1, 1, 1, 1]"
colourful,4,"[1, 1, 1, 1]"
hip-hop,4,"[1, 1, 1, 1]"
temple,4,"[1, 2, 1]"
yoga,4,"[2, 1, 1]"
console,4,"[2, 2]"
breakdancer,4,"[1, 1, 1, 1]"
mixing,4,"[3, 1]"
drummers,4,"[3, 1]"
skills,4,"[1, 1, 1, 1]"
1930s,4,"[1, 1, 1, 1]"
clap,4,"[1, 1, 1, 1]"
"ladakh,",4,"[1, 2, 1]"
organic,3,"[1, 1, 1]"
wears,3,"[1, 1, 1]"
diet,3,"[1, 1, 1]"
inside,3,"[1, 1, 1]"
flamenco,3,"[1, 1, 1]"
"young,",3,"[1, 1, 1]"
"dress,",3,"[1, 1, 1]"
"thailand,",3,"[1, 1, 1]"
space.,3,"[1, 1, 1]"
san,3,"[1, 1, 1]"
philippines,3,"[1, 1, 1]"
panel,3,"[1, 1, 1]"
zoom,3,"[1, 1, 1]"
tourist,3,"[1, 1, 1]"
cat,3,"[2, 1]"
arms.,3,"[2, 1]"
paw,3,"[1, 1, 1]"
"04,",3,"[1, 1, 1]"
drums,3,"[1, 1, 1]"
spectators,3,"[1, 1, 1]"
lots,3,"[1, 1, 1]"
concert.,3,"[1, 1, 1]"
fog,3,"[1, 1, 1]"
shopping,3,"[1, 1, 1]"
blooming,3,"[1, 1, 1]"
summer.,3,"[1, 1, 1]"
futuristic,3,"[1, 1, 1]"
atmosphere.,3,"[1, 1, 1]"
performances,3,"[1, 1, 1]"
figure,3,"[1, 1, 1]"
then,3,"[1, 1, 1]"
witches,3,"[1, 1, 1]"
ears,3,"[1, 1, 1]"
871,3,"[1, 1, 1]"
looped,3,"[1, 1, 1]"
any,3,"[1, 1, 1]"
useful,3,"[1, 1, 1]"
drone,3,"[1, 1, 1]"
crazy,3,"[1, 1, 1]"
discussing,3,"[1, 1, 1]"
"up,",3,"[1, 1, 1]"
made,3,"[1, 1, 1]"
shadow,3,"[1, 1, 1]"
hipster,3,"[1, 1, 1]"
ceremonial,3,"[1, 1, 1]"
dancer's,3,"[1, 1, 1]"
gracefull,3,"[1, 1, 1]"
lingerie,3,"[1, 1, 1]"
28,3,"[1, 2]"
2014,3,"[1, 1, 1]"
sea,3,"[1, 2]"
building,3,"[1, 1, 1]"
steps,3,"[1, 1, 1]"
slovenia,3,"[1, 1, 1]"
scene,3,"[1, 1, 1]"
sexual,3,"[1, 1, 1]"
fan,3,"[1, 1, 1]"
"hill,",3,"[1, 1, 1]"
orchestra,3,"[1, 1, 1]"
"concert,",3,"[1, 1, 1]"
mobile,3,"[1, 1, 1]"
oct,3,"[1, 1, 1]"
"bangkok,",3,"[1, 1, 1]"
folklore,3,"[1, 1, 1]"
ball,3,"[1, 1, 1]"
camera.,3,"[1, 1, 1]"
sit,3,"[2, 1]"
lake,3,"[1, 1, 1]"
"fitness,",3,"[1, 1, 1]"
peruvian,3,"[1, 1, 1]"
instrument,3,"[1, 1, 1]"
mood,3,"[1, 1, 1]"
"wall,",3,"[1, 2]"
"2,",3,"[1, 1, 1]"
kuala,3,"[2, 1]"
laser,3,"[1, 1, 1]"
flash,3,"[1, 1, 1]"
place,3,"[1, 1, 1]"
"5,",3,"[1, 1, 1]"
streets,3,"[1, 1, 1]"
martial,3,"[1, 1, 1]"
home.,3,"[1, 1, 1]"
leisure,3,"[1, 1, 1]"
balls,3,"[2, 1]"
ski,3,"[1, 2]"
photo,3,"[1, 1, 1]"
businesswoman,3,"[1, 1, 1]"
turning,3,"[1, 1, 1]"
twist,3,"[1, 1, 1]"
show.man,3,"[1, 1, 1]"
performance.fire,3,"[1, 1, 1]"
particles,3,"[1, 1, 1]"
tv,3,"[1, 1, 1]"
"beach,",3,"[1, 1, 1]"
sundance,3,"[1, 1, 1]"
lakan,3,"[1, 1, 1]"
masks,3,"[1, 1, 1]"
mastly,3,"[1, 1, 1]"
wooden.,3,"[1, 1, 1]"
typical,3,"[1, 1, 1]"
country,3,"[1, 1, 1]"
24th,3,"[1, 1, 1]"
ceremony,3,"[1, 1, 1]"
worship,3,"[1, 1, 1]"
end,3,"[1, 1, 1]"
indoor,3,"[1, 1, 1]"
religious,3,"[1, 1, 1]"
"dances,",3,"[1, 1, 1]"
there,3,"[1, 1, 1]"
popular,3,"[1, 1, 1]"
trees,3,"[1, 1, 1]"
barre,3,"[1, 1, 1]"
athletic,3,"[1, 1, 1]"
area,3,"[1, 1, 1]"
breakdancing,3,"[1, 1, 1]"
mixed,3,"[1, 1, 1]"
mar,3,"[1, 1, 1]"
jumps,3,"[1, 1, 1]"
kaleidoscope,3,"[1, 1, 1]"
pose,3,"[1, 1, 1]"
shakes,3,"[1, 1, 1]"
"6,",3,"[1, 1, 1]"
slowly,3,"[1, 1, 1]"
side,3,"[1, 1, 1]"
lush,3,"[1, 1, 1]"
wooden,3,"[1, 1, 1]"
1966:,3,"[1, 1, 1]"
graceful,3,"[1, 1, 1]"
outside,3,"[1, 1, 1]"
costume.,3,"[1, 1, 1]"
"4,",3,"[1, 1, 1]"
glowing,3,"[1, 1, 1]"
ultraviolet,3,"[1, 1, 1]"
psychedelic,3,"[1, 1, 1]"
looks,3,"[1, 1, 1]"
ballerina.,3,"[1, 1, 1]"
musician,3,"[1, 1, 1]"
guitar,3,"[1, 2]"
"9,",3,"[1, 1, 1]"
"05,",3,"[1, 1, 1]"
minh,3,"[1, 2]"
"pushkar,",3,"[2, 1]"
listens,3,"[1, 2]"
pj,3,"[1, 1, 1]"
item,3,"[1, 1, 1]"
travel,3,"[1, 1, 1]"
tourism,3,"[1, 1, 1]"
compete,3,"[1, 1, 1]"
moscow.,3,"[1, 1, 1]"
singers,3,"[1, 1, 1]"
channel,3,"[1, 1, 1]"
teenagers,3,"[1, 1, 1]"
drummer,3,"[1, 1, 1]"
set,3,"[1, 1, 1]"
focus.,3,"[1, 1, 1]"
2011:,3,"[1, 1, 1]"
"samarinda,",3,"[1, 1, 1]"
borneo,3,"[1, 1, 1]"
(pampang,3,"[1, 1, 1]"
village),3,"[1, 1, 1]"
‘,3,"[1, 1, 1]"
tari,3,"[1, 1, 1]"
sakai,3,"[1, 1, 1]"
nyelamai’,3,"[1, 1, 1]"
"ajay’,",3,"[1, 1, 1]"
enggang,3,"[1, 1, 1]"
terbang’,3,"[1, 1, 1]"
berburu’,3,"[1, 1, 1]"
temple.,3,"[1, 1, 1]"
mature,3,"[1, 1, 1]"
surrounded,3,"[1, 1, 1]"
booty,3,"[1, 1, 1]"
lead,3,"[1, 1, 1]"
round,3,"[1, 1, 1]"
tent,3,"[1, 1, 1]"
tiji,3,"[1, 1, 1]"
(tenchi),3,"[1, 1, 1]"
“the,3,"[1, 1, 1]"
chasing,3,"[1, 1, 1]"
demons”.,3,"[1, 1, 1]"
2020:,3,"[1, 1, 1]"
israel,3,"[1, 1, 1]"
exercises,3,"[1, 1, 1]"
ballerina's,3,"[1, 1, 1]"
first,3,"[1, 1, 1]"
talented,3,"[1, 1, 1]"
restaurant,3,"[1, 1, 1]"
boots,3,"[1, 1, 1]"
stop,3,"[1, 1, 1]"
"together,",3,"[1, 1, 1]"
t-shirt,3,"[1, 1, 1]"
uniform,3,"[1, 1, 1]"
tropical,3,"[1, 1, 1]"
daughter,3,"[1, 1, 1]"
pajamas,3,"[1, 1, 1]"
arena,3,"[1, 1, 1]"
do,3,"[1, 1, 1]"
effect,3,"[1, 1, 1]"
adult,3,"[1, 1, 1]"
block,3,"[1, 1, 1]"
aboriginal,3,[3]
technology,3,"[1, 1, 1]"
four,3,"[1, 1, 1]"
state,3,"[1, 1, 1]"
ancient,3,"[1, 1, 1]"
hindu,3,"[1, 1, 1]"
book,3,"[1, 1, 1]"
unusual,3,"[1, 1, 1]"
"white,",3,"[1, 1, 1]"
star,3,"[1, 1, 1]"
07,3,"[1, 2]"
malay,3,"[2, 1]"
variety,3,"[1, 1, 1]"
"wroclaw,",3,"[1, 1, 1]"
nov,3,"[1, 1, 1]"
gymnastics.,3,"[1, 1, 1]"
"warm-up,",3,"[1, 1, 1]"
"ligaments,",3,"[1, 1, 1]"
hoops,3,"[1, 1, 1]"
bangkok,3,"[1, 1, 1]"
perfectly,3,"[1, 1, 1]"
puts,3,"[1, 1, 1]"
6,3,"[1, 1, 1]"
europe.,3,"[1, 1, 1]"
big,3,"[1, 1, 1]"
gas,3,"[1, 1, 1]"
special,3,"[1, 1, 1]"
our,3,"[1, 1, 1]"
cropped,3,"[1, 1, 1]"
strobe,3,"[1, 1, 1]"
triangle,3,"[1, 1, 1]"
swimming,3,"[1, 1, 1]"
older,3,"[1, 1, 1]"
russian.,3,"[1, 1, 1]"
tracking,3,"[1, 1, 1]"
"parties,",3,"[1, 1, 1]"
turkey,3,"[1, 1, 1]"
1940s:,3,"[1, 1, 1]"
"swag,",3,"[1, 1, 1]"
guidance.,3,"[1, 1, 1]"
graphics,3,"[1, 1, 1]"
short,3,"[1, 1, 1]"
stadium,3,"[1, 1, 1]"
painted,3,"[1, 1, 1]"
together.,3,"[1, 1, 1]"
sea.,3,"[1, 1, 1]"
egypt.,3,"[1, 1, 1]"
odessa,3,"[1, 1, 1]"
jump,3,"[1, 1, 1]"
scarf,3,"[1, 1, 1]"
hair.,3,"[1, 1, 1]"
vegas,3,"[1, 2]"
"markham,",3,"[1, 1, 1]"
"ontario,",3,"[1, 1, 1]"
"girl,",3,"[1, 1, 1]"
nature,3,"[1, 1, 1]"
known,3,"[1, 1, 1]"
waves,3,"[1, 1, 1]"
sun,3,"[1, 1, 1]"
ice,3,"[1, 2]"
"summer"".",3,"[1, 1, 1]"
instagram,3,"[1, 1, 1]"
pd.summer.,3,"[1, 1, 1]"
cool,3,"[1, 1, 1]"
exciting,3,"[1, 1, 1]"
musicians,3,"[1, 1, 1]"
defocused,3,"[1, 1, 1]"
"khajuraho,",3,"[1, 1, 1]"
23,3,"[1, 1, 1]"
smoke.,3,"[1, 1, 1]"
palms,3,"[1, 1, 1]"
entertaining,3,"[1, 1, 1]"
local,3,"[1, 1, 1]"
theme,3,"[1, 1, 1]"
many,3,"[1, 1, 1]"
apple,3,"[1, 1, 1]"
422,3,"[1, 1, 1]"
curly,3,"[1, 1, 1]"
casual,3,"[1, 1, 1]"
visitors,3,"[1, 1, 1]"
claus,3,"[1, 1, 1]"
latino,3,"[1, 1, 1]"
practice,3,"[1, 1, 1]"
evening.,3,"[1, 1, 1]"
track,3,"[1, 1, 1]"
mixer,3,"[2, 1]"
latvian,3,"[2, 1]"
jockey,3,"[2, 1]"
like,3,"[1, 1, 1]"
03,3,"[2, 1]"
graduation,3,"[1, 1, 1]"
glassy,3,"[1, 1, 1]"
circular,3,"[1, 1, 1]"
company,3,"[1, 1, 1]"
clown,3,"[1, 1, 1]"
shoulder,3,"[1, 2]"
aircraft,3,"[1, 1, 1]"
sing.,3,"[1, 1, 1]"
lot,3,"[1, 1, 1]"
industrial,3,"[1, 1, 1]"
automated,3,"[2, 1]"
plastic,3,"[1, 1, 1]"
create,3,"[1, 1, 1]"
north,3,"[1, 1, 1]"
face.,3,"[1, 1, 1]"
lights.,3,"[1, 1, 1]"
"dubai,",3,"[2, 1]"
bokeh,3,"[1, 1, 1]"
"pillaro,",3,[3]
across,3,"[1, 1, 1]"
shaking,3,"[1, 1, 1]"
bedroom,3,"[1, 1, 1]"
sunset.,3,"[2, 1]"
kindergarten.,3,"[1, 2]"
silhouettes,3,"[2, 1]"
design,3,"[1, 1, 1]"
salad,2,"[1, 1]"
kitchen.,2,"[1, 1]"
life,2,"[1, 1]"
spain.,2,"[1, 1]"
arts,2,"[1, 1]"
"beautiful,",2,"[1, 1]"
"light,",2,"[1, 1]"
heart,2,"[1, 1]"
pablo,2,"[1, 1]"
19th,2,"[1, 1]"
aguilas,2,"[1, 1]"
interest.,2,"[1, 1]"
"aguilas,",2,"[1, 1]"
training.,2,"[1, 1]"
cd,2,[2]
artwork,2,[2]
turned,2,"[1, 1]"
pictures,2,"[1, 1]"
simulation,2,"[1, 1]"
ink,2,"[1, 1]"
speaker,2,"[1, 1]"
empty,2,"[1, 1]"
instruments,2,"[1, 1]"
"set,",2,"[1, 1]"
bass,2,"[1, 1]"
desk,2,"[1, 1]"
uses,2,"[1, 1]"
online,2,"[1, 1]"
about,2,"[1, 1]"
eastern,2,"[1, 1]"
palace,2,"[1, 1]"
changing,2,"[1, 1]"
guard,2,"[1, 1]"
ocean,2,"[1, 1]"
expression,2,"[1, 1]"
"party,fashion,",2,"[1, 1]"
"dance,club,",2,"[1, 1]"
"music,vj,corporate,business,devotional",2,"[1, 1]"
website,2,"[1, 1]"
promotional,2,"[1, 1]"
purposes.seamlessly,2,"[1, 1]"
able,2,"[1, 1]"
backstage,2,"[1, 1]"
content,2,"[1, 1]"
own,2,"[1, 1]"
yogyakarta,2,[2]
02,2,"[1, 1]"
06,2,"[1, 1]"
wushu,2,"[1, 1]"
b-boy,2,"[1, 1]"
woman's,2,"[1, 1]"
microphone.,2,"[1, 1]"
behind,2,"[1, 1]"
poledance,2,"[1, 1]"
right,2,"[1, 1]"
timelapse,2,"[1, 1]"
magic,2,"[1, 1]"
line,2,"[1, 1]"
tender,2,"[1, 1]"
pointe.,2,"[1, 1]"
emotional,2,"[1, 1]"
visual,2,"[1, 1]"
close-up.,2,"[1, 1]"
celebrate,2,"[1, 1]"
anniversary,2,"[1, 1]"
bands,2,"[1, 1]"
entertained,2,"[1, 1]"
cellist,2,"[1, 1]"
window.,2,"[1, 1]"
picking,2,"[1, 1]"
bulgarian,2,"[1, 1]"
1940s,2,[2]
other,2,"[1, 1]"
mime,2,"[1, 1]"
1930s:,2,"[1, 1]"
states:,2,"[1, 1]"
hold,2,"[1, 1]"
"iceland,",2,[2]
1920x1080.,2,"[1, 1]"
grass,2,"[1, 1]"
"traditions,",2,"[1, 1]"
"culture,",2,"[1, 1]"
stand,2,"[1, 1]"
square.,2,"[1, 1]"
seen,2,"[1, 1]"
future,2,"[1, 1]"
mongolian,2,[2]
belarus,2,"[1, 1]"
demonstrates,2,"[1, 1]"
avoidance,2,"[1, 1]"
system,2,[2]
lumpur,2,"[1, 1]"
make,2,"[1, 1]"
bas-reliefs,2,"[1, 1]"
depicts,2,"[1, 1]"
divine,2,"[1, 1]"
"apsara,",2,"[1, 1]"
archaeological,2,"[1, 1]"
"angkor,",2,"[1, 1]"
siem,2,"[1, 1]"
"reap,",2,"[1, 1]"
cambodia.,2,"[1, 1]"
guitarist,2,"[1, 1]"
celebrations,2,"[1, 1]"
afro-brazilian,2,"[1, 1]"
ride,2,"[1, 1]"
living,2,"[1, 1]"
self-isolation,2,"[1, 1]"
country.,2,"[1, 1]"
suits,2,"[1, 1]"
session,2,"[1, 1]"
crimea,2,"[1, 1]"
olenevka/russia,2,"[1, 1]"
arms,2,"[1, 1]"
aniumation,2,"[1, 1]"
"presentation,",2,"[1, 1]"
concerts,2,"[1, 1]"
titles.,2,"[1, 1]"
pow,2,[2]
ca.,2,"[1, 1]"
southern,2,"[1, 1]"
story,2,"[1, 1]"
academy,2,"[1, 1]"
awards,2,"[1, 1]"
attendance.,2,"[1, 1]"
extreme,2,"[1, 1]"
nakhon,2,[2]
wat,2,"[1, 1]"
phanom,2,[2]
central,2,"[1, 1]"
tokyo,2,"[1, 1]"
ubud,2,"[1, 1]"
apr,2,"[1, 1]"
flashes,2,"[1, 1]"
girl.,2,"[1, 1]"
footage.,2,"[1, 1]"
cinematic,2,"[1, 1]"
vacation,2,"[1, 1]"
unknown,2,"[1, 1]"
battle,2,"[1, 1]"
tricks,2,"[1, 1]"
1st,2,"[1, 1]"
sport,2,"[1, 1]"
&,2,"[1, 1]"
complex.,2,"[1, 1]"
maasai,2,"[1, 1]"
africa.,2,"[1, 1]"
"29,",2,"[1, 1]"
bike,2,"[1, 1]"
"january,",2,"[1, 1]"
performer,2,"[1, 1]"
application,2,"[1, 1]"
1950s:,2,"[1, 1]"
loose,2,"[1, 1]"
slim,2,"[1, 1]"
relationship,2,"[1, 1]"
hawaii,2,"[1, 1]"
whirls,2,"[1, 1]"
"antalya,",2,"[1, 1]"
"turkey-may,13,2018.",2,"[1, 1]"
laughing,2,"[1, 1]"
name,2,"[1, 1]"
twerk,2,"[1, 1]"
haired,2,"[1, 1]"
cowboy,2,"[1, 1]"
audience.,2,"[1, 1]"
festa,2,"[1, 1]"
embracing,2,"[1, 1]"
hat.,2,"[1, 1]"
"novosibirsk,",2,[2]
"2015,",2,"[1, 1]"
"timisoara,",2,"[1, 1]"
romania,2,"[1, 1]"
puerto,2,"[1, 1]"
"kandy,",2,"[1, 1]"
centre,2,"[1, 1]"
1932,2,"[1, 1]"
van,2,"[1, 1]"
off,2,"[1, 1]"
horse,2,"[1, 1]"
village.,2,"[1, 1]"
horses,2,"[1, 1]"
trainer,2,"[1, 1]"
"rajasthan,",2,"[1, 1]"
wireless,2,"[1, 1]"
emotions,2,"[1, 1]"
nylon,2,"[1, 1]"
ornate,2,"[1, 1]"
spiritual,2,"[1, 1]"
fascinating,2,"[1, 1]"
steam,2,"[1, 1]"
lovely,2,"[1, 1]"
tap,2,"[1, 1]"
routine,2,"[1, 1]"
river.,2,"[1, 1]"
draws,2,"[1, 1]"
man's,2,"[1, 1]"
"hair,",2,"[1, 1]"
19:,2,"[1, 1]"
teens,2,"[1, 1]"
age,2,"[1, 1]"
"2016,",2,"[1, 1]"
872,2,"[1, 1]"
rendering,2,"[1, 1]"
animal,2,"[1, 1]"
"girls,",2,"[1, 1]"
window,2,"[1, 1]"
building.,2,"[1, 1]"
breakdance.,2,"[1, 1]"
rehearsal.,2,"[1, 1]"
drum,2,"[1, 1]"
cymbal,2,"[1, 1]"
drumsticks,2,"[1, 1]"
juggling,2,"[1, 1]"
aquamarine,2,"[1, 1]"
beat,2,"[1, 1]"
food.,2,"[1, 1]"
works,2,"[1, 1]"
california,2,"[1, 1]"
tablet,2,"[1, 1]"
"fashion,",2,"[1, 1]"
"costume,",2,"[1, 1]"
air.,2,"[1, 1]"
campfire,2,"[1, 1]"
lo-manthang/upper,2,"[1, 1]"
"mustang/nepal,",2,"[1, 1]"
"4-2016,",2,"[1, 1]"
musik,2,"[1, 1]"
tenpa,2,"[1, 1]"
chirim,2,"[1, 1]"
rural,2,[2]
multicolored,2,"[1, 1]"
headlamp.,2,"[1, 1]"
neck,2,"[1, 1]"
resort.,2,"[1, 1]"
some,2,"[1, 1]"
confetti,2,"[1, 1]"
lit,2,"[1, 1]"
illuminated,2,"[1, 1]"
peppers,2,"[1, 1]"
macro,2,"[1, 1]"
edge,2,"[1, 1]"
"london,",2,"[1, 1]"
novi,2,[2]
los,2,[2]
"angeles,",2,[2]
"california,",2,[2]
usa,2,"[1, 1]"
waving,2,"[1, 1]"
adjusting,2,"[1, 1]"
bow,2,"[1, 1]"
gnomes,2,[2]
"rhythm,",2,"[1, 1]"
merry,2,"[1, 1]"
year.,2,"[1, 1]"
nightlife,2,"[1, 1]"
brick,2,"[1, 1]"
barmen,2,"[1, 1]"
anime.,2,"[1, 1]"
goes,2,"[1, 1]"
"16,",2,"[1, 1]"
go,2,[2]
gay,2,"[1, 1]"
glitch,2,"[1, 1]"
"projections,",2,"[1, 1]"
audiovisual,2,"[1, 1]"
game,2,"[1, 1]"
listen,2,"[1, 1]"
conductor,2,"[1, 1]"
"agra,",2,"[1, 1]"
cheerleaders,2,"[1, 1]"
playground,2,"[1, 1]"
match,2,"[1, 1]"
store,2,"[1, 1]"
geometric,2,"[1, 1]"
pattern,2,"[1, 1]"
leg,2,"[1, 1]"
detail.,2,"[1, 1]"
"sirvintos,",2,[2]
dolls,2,"[1, 1]"
uhd,2,"[1, 1]"
clip.,2,"[1, 1]"
couple.,2,"[1, 1]"
synchronized,2,"[1, 1]"
orange,2,"[1, 1]"
fooling,2,"[1, 1]"
kid,2,"[1, 1]"
years,2,"[1, 1]"
skofja,2,"[1, 1]"
"loka,",2,"[1, 1]"
processio,2,"[1, 1]"
locopolitana.,2,"[1, 1]"
every,2,"[1, 1]"
1721.,2,"[1, 1]"
heritage.,2,"[1, 1]"
next,2,"[1, 1]"
sky,2,"[1, 1]"
mountain,2,"[1, 1]"
wind.,2,"[1, 1]"
coffee,2,"[1, 1]"
cozy,2,"[1, 1]"
active,2,"[1, 1]"
setting.,2,"[1, 1]"
handmade,2,"[1, 1]"
survive,2,"[1, 1]"
apocalypse,2,"[1, 1]"
fast,2,"[1, 1]"
fishnet,2,"[1, 1]"
sweatshirt,2,"[1, 1]"
"8,",2,"[1, 1]"
western,2,"[1, 1]"
fallen,2,"[1, 1]"
angle,2,"[1, 1]"
teen,2,"[1, 1]"
poolside,2,"[1, 1]"
animate,2,[2]
"donetsk,",2,[2]
x,2,"[1, 1]"
ukraine.,2,"[1, 1]"
legs.,2,"[1, 1]"
fireshow,2,"[1, 1]"
us,2,"[1, 1]"
spring,2,"[1, 1]"
2020,2,"[1, 1]"
grandma,2,"[1, 1]"
partying,2,"[1, 1]"
"islamabad,",2,[2]
60,2,"[1, 1]"
pakistan.,2,"[1, 1]"
dark.,2,"[1, 1]"
businessman,2,"[1, 1]"
videos,2,"[1, 1]"
clubs,2,"[1, 1]"
austria,2,"[1, 1]"
"theatre,",2,"[1, 1]"
"truck,",2,"[1, 1]"
trailer,2,"[1, 1]"
"team,",2,"[1, 1]"
six,2,"[1, 1]"
violet,2,"[1, 1]"
waltz,2,"[1, 1]"
hip-hop.,2,"[1, 1]"
bird,2,"[1, 1]"
locked,2,"[1, 1]"
seat,2,[2]
lessons,2,"[1, 1]"
death,2,"[1, 1]"
raves,2,"[1, 1]"
dense,2,"[1, 1]"
clock.,2,[2]
harem,2,"[1, 1]"
passed,2,"[1, 1]"
piano,2,[2]
"nature,",2,"[1, 1]"
hobby,2,"[1, 1]"
fields,2,"[1, 1]"
latina,2,"[1, 1]"
production,2,"[1, 1]"
combines,2,"[1, 1]"
hotel,2,"[1, 1]"
(quyllurit'i).,2,"[1, 1]"
"andes,",2,"[1, 1]"
4800,2,"[1, 1]"
m,2,"[1, 1]"
altitude.,2,"[1, 1]"
andean,2,"[1, 1]"
trying,2,"[1, 1]"
cruise,2,"[1, 1]"
cars,2,"[1, 1]"
teenager,2,"[1, 1]"
nice,2,"[1, 1]"
outdoors.,2,"[1, 1]"
reflective,2,"[1, 1]"
cgi,2,"[1, 1]"
"zagreb,",2,[2]
"croatia,",2,"[1, 1]"
traffic,2,"[1, 1]"
opera,2,"[1, 1]"
